clubLabel,venueLabel,coordinates,countryLabel
FC Edmonton,Clarke Stadium,Point(-113.478055555 53.557222222),Canada
Tampines Rovers FC,Clementi Stadium,Point(103.763015 1.309845),Singapore
Albion Rovers F.C.,Cliftonhill,Point(-4.01139 55.8603),United Kingdom
South West Queensland Thunder FC,Clive Berghofer Stadium,Point(151.966 -27.5592),Australia
Miami Hurricanes,Cobb Stadium,Point(-80.2822 25.7133),United States of America
Q8262839,Cocodrilos Sports Park,Point(-66.939064 10.474183),Venezuela
Stellenbosch F.C.,Coetzenburg Stadium,Point(18.87 -33.94),South Africa
Q5803242,Coliseo La Tortuga,Point(-73.10861111 -36.72),Chile
Dublin University Association Football Club,College Park,Point(-6.25428333 53.34295),Ireland
Worcester Hydra,Commerce Bank Field at Foley Stadium,Point(-71.823619 42.262928),United States of America
Juventud Independiente,Complejo Municipal,Point(-89.36055556 13.87888889),El Salvador
Inter Lions FC,Concord Oval,Point(151.109444 -33.868333),Australia
Yugal,Concord Oval,Point(151.109444 -33.868333),Australia
Lansing Ignite FC,Cooley Law School Stadium,Point(-84.545278 42.734722),United States of America
Mahindra United,Cooperage Ground,Point(72.828734 18.924449),India
Kenkre F.C.,Cooperage Ground,Point(72.828734 18.924449),India
PIFA F.C.,Cooperage Ground,Point(72.828734 18.924449),India
South-East-Central Railway Sports Club,Cooperage Ground,Point(72.828734 18.924449),India
Associação Desportiva Cabofriense,Correão,Point(-42.04000556 -22.88980833),Brazil
PSSB Bireuen,Cot Gapu Stadium,Point(96.724496 5.207214),Indonesia
PSSB Bireun,Cot Gapu Stadium,Point(96.724496 5.207214),Indonesia
London City,Cove Road Stadium,Point(-81.2666 42.9708),Canada
Youngstown Nighthawks,Covelli Centre,Point(-80.6468 41.0977),United States of America
Dover Athletic F.C.,Crabble Athletic Ground,Point(1.284883 51.137814),United Kingdom
Bathgate Thistle F.C.,Creamery Park,Point(-3.6566 55.8992),United Kingdom
AFC Dunstable,Creasey Park,Point(-0.5391 51.8928),United Kingdom
Blyth Spartans A.F.C.,Croft Park,Point(-1.5112 55.1209),United Kingdom
Redding Athletic F.C.,Croft Park,Point(-1.5112 55.1209),United Kingdom
Manly United FC,Cromer Park,Point(151.285833 -33.74),Australia
Hollywood United F.C.,Crossroads School,Point(-118.473805 34.02458),United States of America
Croydon Common F.C.,Croydon Common Athletic Ground,Point(-0.08586111 51.39103889),United Kingdom
Tunbridge Wells F.C.,Culverden Stadium,Point(0.25087 51.1443),United Kingdom
CS Mioveni,Stadionul Dacia,Point(24.940641 44.960169),Romania
FC Nistru Otaci,Călărășăuca Stadium,Point(27.811667 48.426389),Moldova
D.C. United,Audi Field,Point(-76.998889 38.868611),United States of America
Loudoun United FC,Audi Field,Point(-76.998889 38.868611),United States of America
FC JAX Destroyers,D. B. Milne Field,Point(-81.605682 30.356897),United States of America
Ranheim Fotball,EXTRA Arena,Point(10.52401 63.428376),Norway
Dalian Aerbin F.C.,Dalian Sports Center,Point(121.564 39.02),People's Republic of China
Dalian Quanjian F.C.,Dalian Sports Center,Point(121.564 39.02),People's Republic of China
Cambusnethan Talbot A.F.C.,Dalziel Park,Point(-3.94479 55.7989),United Kingdom
Solihull Borough F.C.,Damson Park,Point(-1.75724 52.4389),United Kingdom
Solihull Moors F.C.,Damson Park,Point(-1.75724 52.4389),United Kingdom
Kedah FA,Darul Aman Stadium,Point(100.371763888 6.136022222),Malaysia
Kuala Muda Naza FC,Darul Aman Stadium,Point(100.371763888 6.136022222),Malaysia
Darwin Olympic SC,Darwin Football Stadium,Point(130.880833 -12.396389),Australia
Hellenic Athletic,Darwin Football Stadium,Point(130.880833 -12.396389),Australia
Shamrock Rovers Darwin FC,Darwin Football Stadium,Point(130.880833 -12.396389),Australia
FC Daşoguz,Daşoguz Stadium,Point(59.971619 41.840373),Turkmenistan
New Jersey Stallions,DePaul Catholic High School,Point(-74.2439 40.9578),United States of America
North Jersey Valkyries,DePaul Catholic High School,Point(-74.2439 40.9578),United States of America
Hinckley United F.C.,De Montfort Park,Point(-1.3404 52.559117),United Kingdom
Hinckley F.C.,De Montfort Park,Point(-1.3404 52.559117),United Kingdom
Leicester Road F.C.,De Montfort Park,Point(-1.3404 52.559117),United Kingdom
PFC Spartak Varna,Spartak Stadium,Point(27.9125 43.218611),Bulgaria
Borras Park Albion F.C.,Dean Road,Point(-71.141547 42.337844),United States of America
FK Metalac Gornji Milanovac,Metalac Stadium,Point(20.45 44.03333333),Serbia
Gap Connah's Quay F.C.,Deeside Stadium,Point(-3.076504 53.225338),United Kingdom
Al-Fotuwa SC,Deir ez-Zor Municipal Stadium,Point(35.744722 35.560556),Syria
Al-Yaqdhah SC,Deir ez-Zor Municipal Stadium,Point(35.744722 35.560556),Syria
Denden F.C.,Denden Stadium,Point(38.92563889 15.3435),Eritrea
Duluth FC,Denfeld High School,Point(-92.158524 46.748552),United States of America
Al-Arabi,Department of Education Stadium,Point(44.051667 26.088333),Saudi Arabia
Persepolis F.C. Academy,Derafshifar Stadium,Point(51.298242 35.743978),Iran
UD Vecindario,Estadio Municipal de Vecindario,Point(-15.44813889 27.84810833),Spain
Salt Lake Sting,Derks Field,Point(-111.892778 40.740556),United States of America
Salt Lake Sting,Derks Field,Point(-111.89271 40.74078),United States of America
Rodos F.C.,Diagoras Stadium,Point(28.228233 36.438228),Greece
Donegal Celtic F.C.,Donegal Celtic Park,Point(-6.02365833 54.57369167),United Kingdom
AEK Ammochostos,GSE Stadium,Point(33.953954 35.116388),Cyprus
Othellos Famagusta,GSE Stadium,Point(33.953954 35.116388),Cyprus
Panellinios Limassol,GSO Stadium,Point(33.053629 34.681224),Cyprus
Enosis Panelliniou-Antaeus Limassol,GSO Stadium,Point(33.053629 34.681224),Cyprus
Antaeus Limassol,GSO Stadium,Point(33.053629 34.681224),Cyprus
Amathus Limassol,GSO Stadium,Point(33.053629 34.681224),Cyprus
ENAZ Agia Zoni Limassol,GSO Stadium,Point(33.053629 34.681224),Cyprus
Arion Lemesou,GSO Stadium,Point(33.053629 34.681224),Cyprus
Enosi Agion Omologiton,GSP Stadium (1902),Point(33.3558 35.168),Cyprus
Gaydzak Nicosia,GSP Stadium (1902),Point(33.3558 35.168),Cyprus
Fateh Hyderabad F.C.,Gachibowli Athletic Stadium,Point(78.344697 17.446783),India
PS Mojokerto Putra,Gajahmada Mojosari Stadium,Point(112.54972222 -7.51083333),Indonesia
Edusport Academy F.C.,Galabank,Point(-3.26174 54.9938),United Kingdom
Real Madrid,Galeshewe Stadium,Point(24.740857 -28.716786),South Africa
Bay Stars F.C.,Gelvandale Stadium,Point(25.56 -33.914),South Africa
Western Tigers FC,Georgetown Football Stadium,Point(-58.14893 6.80821),Guyana
Geroskipou FC,Geroskipou Municipal Stadium,Point(32.4407 34.74376),Cyprus
Karun Khuzestan F.C.,Ghadir Stadium,Point(48.669167 31.320278),Iran
Goytre United F.C.,Glenhafod Park Stadium,Point(-3.74554 51.595),United Kingdom
TDC Bình Dương Football Club,Go Dau Stadium,Point(106.672 10.970043),Vietnam
Olympic FC,Goodwin Park,Point(153.013889 -27.508611),Australia
St George-Souths FC,Goodwin Park,Point(153.013889 -27.508611),Australia
FC Struga,Gradska Plaža Stadium,Point(20.6842 41.1728),North Macedonia
HNK Segesta,Gradski stadion,Point(16.377332 45.478369),Croatia
FK Sloboda Mrkonjić Grad,Gradski stadion Luke,Point(17.084974 44.411214),Bosnia and Herzegovina
FK Bregalnica Štip,Gradski stadion Štip,Point(22.1906 41.7428),North Macedonia
FK Astibo,Gradski stadion Štip,Point(22.1906 41.7428),North Macedonia
FK Babi,Gradski stadion Štip,Point(22.1906 41.7428),North Macedonia
West Texas Sockers,Grande Communications Stadium,Point(-102.1522 31.9884),United States of America
Lossiemouth F.C.,Grant Park,Point(-3.28549 57.7137),United Kingdom
Clachnacuddin F.C.,Grant Street Park,Point(-4.238 57.4859),United Kingdom
Greater Binghamton FC,Greater Binghamton Sports Complex,Point(-75.94153 42.15743),United States of America
Green Gully SC,Green Gully Reserve,Point(144.818889 -37.724167),Australia
Kjelsås Fotball,Grefsen Stadion,Point(10.780485 59.959114),Norway
Kallithea F.C.,"Municipal Stadium of Kallithea ""Grigoris Lambrakis""",Point(23.7151 37.9601),Greece
Ironi Nir Ramat HaSharon F.C.,Grundman Stadium,Point(34.858986 32.130248),Israel
Hapoel Morasha Ramat HaSharon F.C.,Grundman Stadium,Point(34.858986 32.130248),Israel
Steinkjer FK,Guldbergaunet Stadion,Point(11.510496 64.021452),Norway
Chungbuk Sportstoto WFC,Gumi Civic Stadium,Point(128.35221389 36.11139722),South Korea
JCT FC,Guru Gobind Singh Stadium,Point(75.581389 31.313056),India
FC Punjab Police,Guru Gobind Singh Stadium,Point(75.581389 31.313056),India
Shabana Kisii,Gusii Stadium,Point(34.769298 -0.676904),Kenya
Cumbernauld United F.C.,Guy's Meadow,Point(-3.98443 55.9574),United Kingdom
Merrimac FC,H & A Oval,Point(153.4198 -28.0392),Australia
Hapoel Giv'atayim F.C.,HaMakhtesh Stadium,Point(34.8107 32.078819),Israel
Hapoel Umm al-Fahm F.C.,HaShalom Stadium,Point(35.155788888 32.533180555),Israel
Maccabi Ironi Jatt F.C.,HaShalom Stadium,Point(35.155788888 32.533180555),Israel
Maccabi Umm al-Fahm F.C.,HaShalom Stadium,Point(35.155788888 32.533180555),Israel
Ironi Sayid Umm al-Fahm F.C.,HaShalom Stadium,Point(35.155788888 32.533180555),Israel
Hapoel Bnei Zalafa F.C.,HaShalom Stadium,Point(35.155788888 32.533180555),Israel
California Golden Bears,Haas Pavilion,Point(-122.262 37.8694),United States of America
Jigawa Golden Stars F.C.,Hadejia Stadium,Point(10.03138889 12.47361111),Nigeria
Deportes Luis Matte Larraín,Q5638927,Point(-70.5722 -33.6062),Chile
Juventud Puente Alto,Q5638927,Point(-70.5722 -33.6062),Chile
Talavera CF,Q5639290,Point(-4.821888888 39.965597222),Spain
Club 9 de Octubre,Q5639664,Point(-79.8985 -2.25883),Ecuador
Panamá Sporting Club,Q5639664,Point(-79.8985 -2.25883),Ecuador
Rocafuerte Fútbol Club,Q5639664,Point(-79.8985 -2.25883),Ecuador
Q5708599,Q5639664,Point(-79.8985 -2.25883),Ecuador
Q5741551,Q5639664,Point(-79.8985 -2.25883),Ecuador
Q5773557,Q5639664,Point(-79.8985 -2.25883),Ecuador
Q5774074,Q5639664,Point(-79.8985 -2.25883),Ecuador
Club Sport Norte América,Q5639664,Point(-79.8985 -2.25883),Ecuador
Liga Deportiva Universitaria Estudiantil,Q5639664,Point(-79.8985 -2.25883),Ecuador
Fujian Tianxin F.C.,Haixia Olympic Center Stadium,Point(119.609 25.8532),People's Republic of China
Asociación Deportiva Berazategui,Estadio Norman Lee,Point(-58.1971 -34.7587),Argentina
Kvik Halden FK,Halden Stadion,Point(11.374369 59.122671),Norway
Taliya SC,Hama Municipal Stadium,Point(35.744722 35.560556),Syria
Nawair SC,Hama Municipal Stadium,Point(35.744722 35.560556),Syria
Alicante CF,Q5646842,Point(-0.486944444 38.378611111),Spain
Polis Di-Raja Malaysia FA,Hang Jebat Stadium,Point(102.233094444 2.289080555),Malaysia
Melaka TMFC,Hang Jebat Stadium,Point(102.233094444 2.289080555),Malaysia
Melaka United,Hang Jebat Stadium,Point(102.233094444 2.289080555),Malaysia
Betaria FC,Hang Jebat Stadium,Point(102.233094444 2.289080555),Malaysia
Harimau Muda,Hang Jebat Stadium,Point(102.233094444 2.289080555),Malaysia
Shotts Bon Accord F.C.,Hannah Park,Point(-3.806978 55.825394),United Kingdom
Maritzburg United F.C.,Harry Gwala Stadium,Point(30.385641 -29.617388),South Africa
Beitar Tel Aviv Ramla F.C.,Hatikva Neighborhood Stadium,Point(34.786956 32.049986),Israel
Club General Díaz,Q5685464,Point(-57.518724 -25.263291),Paraguay
Coras de Tepic,Estadio Arena Cora,Point(-104.801 21.4925),Mexico
Zug 94,Herti Allmend Stadion,Point(8.5085 47.1779),Switzerland
RCD Carabanchel,Q5745804,Point(-3.74625 40.3816),Spain
FK MKT Araz,Heydar Aliyev Stadium,Point(48.06 39.86972222),Azerbaijan
Pittsburgh Riverhounds SC,Highmark Stadium,Point(-80.009444 40.436111),United States of America
Atlético Malagueño,Ciudad Deportiva de El Viso,Point(-4.48444444 36.71583333),Spain
Club Deportivo Independiente Miraflores,Q5779882,Point(-77.0526686 -12.1101517),Peru
Deportivo Aragón,Ciudad Deportiva del Real Zaragoza,Point(-0.94899722 41.594625),Spain
El Tanque Sisley,Estadio Victor Della Valle,Point(-56.057325 -34.87235),Uruguay
Spartak Myjava,Stadium Myjava,Point(17.5587 48.7428),Slovakia
Gold Eagles,Estadio Alberto Grisales,Point(-75.3727535 6.1466776),Colombia
FC Torpedo-BelAZ Zhodino,Tarpeda Stadium,Point(28.32 54.092222),Belarus
FC Torpedo-MAZ Minsk,Tarpeda Stadium,Point(27.6583 53.8694),Belarus
FC Vityaz Podolsk,Trud Stadium,Point(37.5328 55.4231),Russia
FC Volga Ulyanovsk,Trud Stadium,Point(48.3943 54.3181),Russia
FC Arsenal-Kyivshchyna Bila Tserkva,Trudovi Reservy Stadium,Point(30.123583333 49.793416666),Ukraine
FC Avangard Kursk,Trudovye Rezervy Stadium,Point(36.1916 51.7404),Russia
FC Lida,Yunost Stadium,Point(25.2903 53.8931),Belarus
FC Mashuk-KMV Pyatigorsk,Central Stadium,Point(43.06414167 44.03110833),Russia
FC Sever Murmansk,Tsentralnyi Profsoyuz Stadion,Point(33.082778 68.973611),Russia
FC Torpedo Armavir,Yunost Stadium,Point(41.116527777 44.995944444),Russia
FC Slavia-Mozyr,Yunost Stadium (Mozyr),Point(29.277083 52.038889),Belarus
FC Kommunalnik Slonim,Yunost Stadium,Point(25.3069 53.0975),Belarus
FC Slonim,Yunost Stadium,Point(25.3069 53.0975),Belarus
Warta Zawiercie,1000th-Anniversary of Polish State Stadium,Point(19.432551 50.487487),Poland
Grays United F.C.,New Recreation Ground,Point(0.329683 51.476547),United Kingdom
Sandefjord BK,Storstadion,Point(10.1908 59.1328),Norway
FK Khujand,20 Years of Independence Stadium,Point(69.614167 40.292222),Tajikistan
Tersana SC,30 June Stadium,Point(31.3737 30.0199),Egypt
El Dakhleya,30 June Stadium,Point(31.3737 30.0199),Egypt
Pyramids F.C.,30 June Stadium,Point(31.3737 30.0199),Egypt
Coca-Cola FC,30 June Stadium,Point(31.3737 30.0199),Egypt
Bangkok F.C.,72-years Anniversary Stadium,Point(100.492778 13.646667),Thailand
Peninsula Power Football Club,A.J. Kelly Park,Point(153.094444 -27.229167),Australia
Brisbane Roar FC Youth,A.J. Kelly Park,Point(153.094444 -27.229167),Australia
Bourne Town F.C.,Abbey Lawn,Point(-0.372786 52.7668),United Kingdom
Aberdare Athletic F.C.,Aberdare Athletic Ground,Point(-3.4374 51.7127),United Kingdom
Olaria Atlético Clube,Estádio da Rua Bariri,Point(-43.266747 -22.841369),Brazil
Witbank Spurs F.C.,Ackerville Stadium,Point(29.176458 -25.869515),South Africa
Adama City F.C.,Adama Stadium,Point(39.26666667 8.55),Ethiopia
Kirkintilloch Rob Roy F.C.,Adamslie Park,Point(-4.171275 55.937386),United Kingdom
FC Botoșani,Stadionul Municipal,Point(26.6519 47.7483),Romania
Ulinzi Stars F.C.,Afraha Stadium,Point(36.073705 -0.29538),Kenya
Nakuru AllStars,Afraha Stadium,Point(36.073705 -0.29538),Kenya
Red Berets F.C.,Afraha Stadium,Point(36.073705 -0.29538),Kenya
Utawala F.C.,Afraha Stadium,Point(36.073705 -0.29538),Kenya
Cal FC,Agoura High School,Point(-118.749 34.1504),United States of America
Puerto Rico United,Aguada Stadium,Point(-67.197 18.378),United States of America
Omaha Flames,Ak-Sar-Ben,Point(-96.0125 41.23972222),United States of America
Akademik Sofia,Akademik Stadium,Point(23.368611 42.685278),Bulgaria
Akçaabat Sebatspor,Akçaabat Fatih Stadium,Point(39.585053 41.017169),Turkey
Trabzon Akçaabat Futbol Kulübü,Akçaabat Fatih Stadium,Point(39.585053 41.017169),Turkey
Jableh SC,Al-Baath Stadium,Point(35.926667 35.364167),Syria
Al-Jazeera SC Hasakah,Al-Basil Stadium Al-Hasakah,Point(35.744722 35.560556),Syria
Barada SC,Al-Fayhaa Stadium,Point(36.298259 33.528365),Syria
Al-Markhiya Sports Club,Al-Markhiya Stadium,Point(51.494278 25.33225),Qatar
Al-Najma,Al-Najma Club Stadium,Point(44.048056 26.095278),Saudi Arabia
Al-Nasr S.C.S.C.,Al-Saada Stadium,Point(54.143789 17.082711),Oman
Dhofar S.C.S.C.,Al-Saada Stadium,Point(54.143789 17.082711),Oman
Al-Ittihad Club,Al-Saada Stadium,Point(54.143789 17.082711),Oman
Salalah SC,Al-Saada Stadium,Point(54.143789 17.082711),Oman
Mirbat SC,Al-Saada Stadium,Point(54.143789 17.082711),Oman
Al-Shamal Sports Club,Al-Shamal SC Stadium,Point(51.221028 26.118028),Qatar
Najran SC,Al Akhdoud Club Stadium,Point(44.244722 17.590278),Saudi Arabia
Al Okhdood Club,Al Akhdoud Club Stadium,Point(44.244722 17.590278),Saudi Arabia
Alakhdhar S.C.,Al Bayda Stadium,Point(21.741667 32.766389),Libya
Al Hazm,Al Hilal,Point(43.502222 25.860278),Saudi Arabia
Al-Rashid,Al Karkh Stadium,Point(44.4 33.31666667),Iraq
Al-Rasheed SC,Al Karkh Stadium,Point(44.4 33.31666667),Iraq
Nejmeh SC,Al Manara Stadium,Point(35.469444 33.894444),Lebanon
Al-Hedood,Al Quwa Al Jawiya Stadium,Point(44.438828 33.344529),Iraq
Al Salibikhaet SC,Al Salibikhaet Stadium,Point(47.825471 29.321484),Kuwait
Al Jahra SC,Al Shabab Mubarak Alaiar Stadium,Point(47.69583333 29.345),Kuwait
Al-Hilal Al-Sahili,Al Ulufi Stadium,Point(42.9591 14.7919),Yemen
Ala'ab Damanhour,Ala'ab Damanhour Stadium,Point(30.456944 31.0375),Egypt
San Antonio Thunder,Alamo Stadium,Point(-98.479031 29.462764),United States of America
Afrin SC,Aleppo 7 April Stadium,Point(37.135556 36.200833),Syria
Al-Jalaa SC,Aleppo 7 April Stadium,Point(37.135556 36.200833),Syria
Al-Yarmouk SC Aleppo,Aleppo 7 April Stadium,Point(37.135556 36.200833),Syria
FC Silvania Șimleu Silvaniei,Stadionul Măgura,Point(22.797778 47.226389),Romania
Central Coast Roadrunners,Alex G. Spanos Stadium,Point(-120.665 35.298333),United States of America
Cal Poly Mustangs men's soccer,Alex G. Spanos Stadium,Point(-120.665 35.298333),United States of America
FC Buffalo,All-High Stadium,Point(-78.831007 42.943069),United States of America
Cove Rangers F.C.,"Allan Park, Aberdeen",Point(-2.0797 57.1027),United Kingdom
Dallas Sidekicks,Allen Event Center,Point(-96.6576 33.1273),United States of America
Botafogo Futebol Clube,Almeidão,Point(-34.872778 -7.1675),Brazil
Centro Sportivo Paraibano,Almeidão,Point(-34.872778 -7.1675),Brazil
FK Dainava Alytus,Alytus Stadium,Point(24.05472222 54.39194444),Lithuania
Malindi F.C.,Amaan Stadium,Point(39.223805555 -6.165944444),Tanzania
Miembeni S.C.,Amaan Stadium,Point(39.223805555 -6.165944444),Tanzania
Persikota Tangerang,Benteng Stadium,Point(106.638574 -6.173718),Indonesia
Anaheim Bolts,Anaheim Convention Center,Point(-117.92 33.8025),United States of America
ANS Pivani Bakı FK,Ismat Gayibov Stadium,Point(49.95388889 40.43694444),Azerbaijan
Club Social y Deportivo Macará,Estadio Bellavista,Point(-78.623069 -1.244772),Ecuador
Técnico Universitario,Estadio Bellavista,Point(-78.623069 -1.244772),Ecuador
FC Zelenograd,Angstrem Stadium,Point(37.22444444 55.98333333),Russia
Anyang LG Cheetahs,Anyang Sports Complex,Point(126.94656 37.405304),South Korea
FC Anyang,Anyang Sports Complex,Point(126.94656 37.405304),South Korea
F.C. Ararat Tehran,Ararat Stadium,Point(51.40159444 35.76823611),Iran
Joinville Esporte Clube,Arena Joinville,Point(-48.833611 -26.316667),Brazil
Sociedade Esportiva Palmeiras,Allianz Parque,Point(-46.678417 -23.527556),Brazil
Ipatinga Futebol Clube,Arena do Jacaré,Point(-44.222022 -19.478794),Brazil
Nacional Esporte Clube,Arena do Jacaré,Point(-44.222022 -19.478794),Brazil
Democrata Futebol Clube,Arena do Jacaré,Point(-44.222022 -19.478794),Brazil
CS Minerul Valea Copcii,Stadionul Municipal,Point(22.667222 44.638611),Romania
Boston University Terriers,Nickerson Field,Point(-71.119273 42.35343),United States of America
Boston University Terriers football,Nickerson Field,Point(-71.119273 42.35343),United States of America
Cincinnati Comets,Nippert Stadium,Point(-84.516111111 39.131111111),United States of America
FC Cincinnati,Nippert Stadium,Point(-84.516111111 39.131111111),United States of America
FC Cincinnati,Nippert Stadium,Point(-84.516111111 39.131111111),United States of America
Las Vegas Legends,Orleans Arena,Point(-115.202222 36.105833),United States of America
F.C. Oswestry Town,Park Hall,Point(-3.02631 52.8759),United Kingdom
C.D. Poza Rica,Stadium,Point(-96.9192 19.5199),Mexico
Ayr F.C.,Somerset Park,Point(-4.62 55.4696),United Kingdom
S.S.D. San Nicolò Calcio,Stadio Gaetano Bonolis,Point(13.762583333 42.682527777),Italy
FK Zajazi,Gradski stadion Kičevo,Point(20.963333 41.507222),North Macedonia
FK Rabotnik,Stadion Tumbe Kafe,Point(21.338889 41.018056),North Macedonia
